as_of_date,category,stock_quantity,days_until_expiry,original_price,candidate_price,discount_pct,recent_7d_velocity,previous_23d_velocity,weekday,observation_count,units_sold_before_expiry
2026-04-15,Dairy,22,29,167.92,125.94,25,1.2625,0.4631,2,9,22
2026-04-16,Bakery,3,3,97.69,87.92,10,0.9725,1.3962,3,6,3
2026-04-17,Grocery,67,1,235.81,235.81,0,1.2642,0.8865,4,10,0.93
2026-04-18,Seafood,72,28,148.63,89.18,40,0.9205,1.1372,5,16,58.5
2026-04-19,Dairy,5,21,112.78,90.22,20,1.9124,2.1505,6,12,5
2026-04-20,Deli,15,22,480.57,288.34,40,1.0619,1.0058,0,15,15
2026-04-21,Produce,16,26,245.38,159.5,35,2.3412,2.393,1,21,16
2026-04-22,Deli,59,2,45.25,31.67,30,1.4858,1.5934,2,26,5.15
2026-04-23,Grocery,4,9,491.33,343.93,30,0.3047,0.9976,3,19,4
2026-04-24,Grocery,11,17,107.89,91.71,15,1.7325,0.7144,4,13,11
2026-04-25,Grocery,20,23,157.21,117.91,25,1.1166,0.9478,5,18,20
2026-04-26,Meat,26,22,298.62,223.97,25,0.7252,1.3007,6,21,26
2026-04-27,Deli,54,19,57.1,57.1,0,1.3479,1.0301,0,24,23.01
2026-04-28,Grocery,32,11,491.13,392.9,20,1.0946,1.4878,1,26,22.13
2026-04-29,Grocery,56,25,463.13,463.13,0,0.8683,0.9043,2,27,22.53
2026-04-30,Deli,6,20,463.69,324.58,30,1.0659,1.5067,3,7,6
2026-05-01,Produce,74,19,119.87,89.9,25,0.9466,2.0505,4,16,53.83
2026-05-02,Seafood,27,17,65.86,65.86,0,1.4125,0.6237,5,9,20.43
2026-05-03,Bakery,20,26,449.31,314.52,30,1.9246,1.1083,6,24,20
2026-05-04,Produce,70,30,260.68,208.54,20,1.5194,1.3855,0,14,68.92
2026-05-05,Deli,74,20,430.38,387.34,10,0.6543,1.389,1,7,24.19
2026-05-06,Seafood,41,17,72.93,43.76,40,0.6091,0.9446,2,13,27.52
2026-05-07,Bakery,40,8,463.08,347.31,25,1.3421,2.123,3,12,24.18
2026-05-08,Bakery,76,18,139.66,104.75,25,1.5347,1.6513,4,25,60.88
2026-05-09,Bakery,63,19,470.04,352.53,25,1.7078,1.6865,5,27,63
2026-05-10,Bakery,29,5,284.87,199.41,30,1.9998,2.5081,6,4,19.9
2026-05-11,Dairy,12,16,407.69,407.69,0,1.3861,1.6421,0,5,12
2026-05-12,Meat,19,16,153.49,153.49,0,1.4171,1.4069,1,10,19
2026-05-13,Produce,58,12,251.86,201.49,20,2.2341,2.0272,2,20,46.44
2026-05-14,Meat,51,28,348.92,348.92,0,0.4045,0.9978,3,27,15.75
2026-05-15,Grocery,19,23,229.12,148.93,35,0.8349,0.9545,4,14,19
2026-05-16,Deli,46,7,232.35,232.35,0,1.5922,1.2117,5,3,12.79
2026-05-17,Dairy,71,14,294.82,294.82,0,1.7784,1.2561,6,17,23.69
2026-05-18,Dairy,8,10,174.21,139.37,20,1.5627,1.7372,0,15,8
2026-05-19,Grocery,18,22,336.88,303.19,10,0.9995,1.3758,1,14,18
2026-05-20,Seafood,59,8,363.74,254.62,30,0.9164,0.9424,2,23,11.31
2026-05-21,Dairy,37,17,176.46,158.81,10,2.5634,1.8217,3,11,37
2026-05-22,Bakery,20,7,424.68,339.74,20,0.9555,1.5681,4,6,17.81
2026-05-23,Deli,21,24,42.04,33.63,20,1.0059,0.7057,5,18,21
2026-05-24,Seafood,37,2,157.03,102.07,35,0.9444,0.6821,6,4,5.71
2026-05-25,Deli,52,28,260.29,169.19,35,1.1052,1.2719,0,16,52
2026-05-26,Meat,42,2,39.87,27.91,30,1.3364,1.7687,1,27,4.05
2026-05-27,Deli,36,30,409.87,327.9,20,1.2175,0.8716,2,16,36
2026-05-28,Seafood,10,24,408.51,265.53,35,0.6047,1.4991,3,12,10
2026-05-29,Seafood,62,18,226.32,169.74,25,1.0612,1.1256,4,7,36.1
2026-05-30,Bakery,38,9,65.63,52.5,20,0.3679,1.8605,5,21,11.98
2026-05-31,Grocery,38,2,196.81,147.61,25,1.1291,0.4643,6,21,2.55
2026-06-01,Produce,36,11,427.61,256.57,40,1.7736,1.3716,0,17,36
2026-06-02,Bakery,64,12,327.93,262.34,20,1.1037,2.1861,1,20,33.84
2026-06-03,Deli,59,3,110.41,82.81,25,1.6292,1.1748,2,10,9.31
2026-06-04,Produce,21,6,438.84,438.84,0,2.1109,2.8697,3,17,14.92
2026-06-05,Meat,8,11,287.87,230.3,20,1.5192,1.5849,4,11,8
2026-06-06,Deli,48,1,281.71,281.71,0,0.8856,1.0027,5,19,1.63
2026-06-07,Bakery,29,8,179.75,125.82,30,2.1192,2.1894,6,5,29
2026-06-08,Produce,39,14,92.96,65.07,30,1.4822,1.6469,0,14,39
2026-06-09,Grocery,6,10,101.15,101.15,0,0.8836,0.9565,1,21,6
2026-06-10,Bakery,80,4,125.45,87.81,30,0.7048,1.7362,2,14,5.97
2026-06-11,Dairy,77,13,40.48,34.41,15,1.4644,0.3442,3,5,27.79
2026-06-12,Bakery,31,30,293.57,190.82,35,1.4892,1.7334,4,22,31
2026-06-13,Grocery,70,22,272.16,190.51,30,0.567,0.9314,5,12,33.6
2026-06-14,Dairy,34,11,404.53,283.17,30,1.5547,1.8885,6,17,34
2026-06-15,Produce,55,29,196.89,137.82,30,1.8143,1.7778,0,14,55
2026-06-16,Produce,80,16,134.42,87.37,35,2.1665,3.1164,1,10,80
2026-06-17,Seafood,55,30,345.2,293.42,15,0.8402,0.5207,2,13,27.61
2026-06-18,Deli,13,4,219.04,186.18,15,0.6721,0.9658,3,17,4.58
2026-06-19,Bakery,18,6,223.85,134.31,40,0.4621,1.7874,4,4,12.52
2026-06-20,Seafood,6,14,352.77,317.49,10,1.3261,1.3008,5,14,6
2026-06-21,Dairy,74,13,139.68,104.76,25,0.9435,2.2041,6,13,33.83
2026-06-22,Meat,16,20,497.21,497.21,0,1.8754,1.4321,0,23,16
2026-06-23,Grocery,58,24,162.41,97.45,40,0.7619,0.8496,1,26,30.42
2026-06-24,Seafood,68,19,64.8,64.8,0,0.6481,0.7561,2,17,11.75
2026-06-25,Dairy,78,17,157.67,141.9,10,1.0863,1.5584,3,4,30.24
2026-06-26,Meat,70,17,300.42,195.27,35,1.0167,1.4169,4,4,41.78
2026-06-27,Seafood,29,24,229.51,172.13,25,0.1205,0.5675,5,6,9.87
2026-06-28,Deli,24,10,81.31,60.98,25,0.9022,1.2215,6,11,19.18
2026-06-29,Meat,16,25,464.15,348.11,25,1.8965,1.2421,0,29,16
2026-06-30,Meat,24,25,37.99,37.99,0,1.5645,0.9974,1,29,24
2026-07-01,Seafood,50,1,121.49,78.97,35,0.8653,0.8632,2,29,0.78
2026-07-02,Grocery,17,10,365.22,328.7,10,0.6501,1.1093,3,11,9.22
2026-07-03,Produce,17,22,485.01,436.51,10,3.3949,1.9847,4,5,17
2026-07-04,Deli,67,6,184.29,110.57,40,0.8566,0.8841,5,13,12.92
2026-07-05,Bakery,15,14,467.87,327.51,30,0.8273,2.0525,6,29,15
2026-07-06,Produce,4,2,141.81,92.18,35,2.3427,1.6954,0,18,4
2026-07-07,Seafood,66,6,159.23,127.38,20,1.2345,0.8229,1,19,9.51
2026-07-08,Seafood,30,24,26.52,23.87,10,0.4677,0.9217,2,25,17.68
2026-07-09,Deli,51,20,324.74,259.79,20,1.0855,0.9314,3,24,29.38
2026-07-10,Dairy,41,29,424.33,318.25,25,1.1996,1.0455,4,20,41
2026-07-11,Grocery,15,10,128.99,96.74,25,0.6556,0.7142,5,10,12.98
2026-07-12,Produce,17,14,108.69,76.08,30,1.6555,1.5307,6,18,17
2026-07-13,Seafood,65,26,310.5,248.4,20,0.9985,1.1097,0,9,37.42
2026-07-14,Seafood,55,26,53.88,37.72,30,0.8799,1.1354,1,15,40.26
2026-07-15,Deli,9,30,152.45,121.96,20,1.4861,0.8442,2,12,9
2026-07-16,Grocery,31,14,296.94,252.4,15,0.4069,0.883,3,22,13.58
2026-07-17,Deli,80,5,281.39,281.39,0,1.9049,1.2506,4,25,9.19
2026-07-18,Deli,48,30,389.25,350.32,10,0.9143,0.84,5,8,37.67
2026-07-19,Seafood,53,18,433.37,346.7,20,1.0597,0.86,6,14,28.75
2026-07-20,Deli,30,14,287.65,230.12,20,1.3059,1.1641,0,6,30
2026-07-21,Meat,65,13,45.09,33.82,25,1.2147,1.0242,1,27,26.4
2026-07-22,Produce,7,8,154.42,138.98,10,2.2629,1.4606,2,11,7
2026-07-23,Seafood,12,3,60.1,39.07,35,1.2397,1.3413,3,20,7.44
2026-07-24,Meat,22,30,70.39,45.75,35,1.2801,1.5229,4,19,22
2026-07-25,Produce,41,1,155.17,124.14,20,2.5725,3.2829,5,21,7.55
2026-07-26,Grocery,40,13,229.03,183.22,20,1.4394,0.9205,6,20,18.35
2026-07-27,Meat,51,8,33.18,19.91,40,1.1878,0.9859,0,27,11.19
2026-07-28,Meat,16,23,239.83,239.83,0,0.8764,1.2442,1,23,16
2026-07-29,Deli,21,11,409.6,368.64,10,1.5944,1.381,2,30,21
2026-07-30,Grocery,34,19,64.85,42.15,35,0.7051,0.7729,3,10,23.76
2026-07-31,Bakery,66,25,144.71,108.53,25,0.997,1.739,4,4,55.74
2026-08-01,Deli,75,23,309.4,309.4,0,1.1673,1.4451,5,18,29.55
2026-08-02,Deli,33,21,177.87,106.72,40,1.0141,0.4908,6,26,33
2026-08-03,Bakery,16,30,227.21,204.49,10,1.0476,2.4394,0,8,16
2026-08-04,Dairy,17,15,43.55,28.31,35,2.2422,0.869,1,19,17
2026-08-05,Grocery,73,5,223.62,223.62,0,0.8916,1.3071,2,24,4.27
2026-08-06,Deli,44,17,317.17,222.02,30,2.1122,1.0003,3,12,44
2026-08-07,Meat,29,22,406.34,284.44,30,0.8093,1.0695,4,26,29
2026-08-08,Produce,20,28,103.01,61.81,40,2.3796,2.6214,5,7,20
2026-08-09,Grocery,3,3,173.12,138.5,20,1.0487,1.1265,6,22,3
2026-08-10,Grocery,23,20,56.72,45.38,20,1.0402,0.9716,0,9,23
2026-08-11,Deli,57,10,302.62,226.97,25,0.7183,1.6551,1,23,19.05
2026-08-12,Produce,12,7,306.5,275.85,10,1.6396,1.941,2,11,12
2026-08-13,Meat,19,4,403.52,262.29,35,0.7805,1.597,3,28,6.55
2026-08-14,Produce,63,28,124.42,124.42,0,1.6913,2.3753,4,5,48.04
2026-08-15,Seafood,21,20,93.08,55.85,40,1.0964,0.7309,5,19,21
2026-08-16,Seafood,57,15,340.8,238.56,30,0.8373,0.7521,6,10,25.41
2026-08-17,Meat,51,13,392.61,235.57,40,0.6493,1.5981,0,22,21.46
2026-08-18,Seafood,24,7,474.11,355.58,25,1.016,0.7757,1,20,7.44
2026-08-19,Grocery,35,16,350.55,227.86,35,0.8735,0.8466,2,27,28.1
2026-08-20,Produce,57,12,126.55,101.24,20,0.974,1.7213,3,26,25.86
2026-08-21,Bakery,59,7,196.47,157.18,20,2.3428,1.8164,4,11,32.08
2026-08-22,Meat,4,30,313.22,313.22,0,1.3059,0.8155,5,15,4
2026-08-23,Bakery,35,23,155.23,155.23,0,2.9538,1.6187,6,22,35
2026-08-24,Produce,65,15,107.54,96.79,10,0.7848,2.141,0,25,22.17
2026-08-25,Dairy,25,23,438.68,372.88,15,2.3633,1.9241,1,25,25
2026-08-26,Bakery,15,11,432.5,324.38,25,2.265,2.1529,2,22,15
2026-08-27,Produce,45,1,422.7,295.89,30,2.3412,1.7811,3,14,6.49
2026-08-28,Meat,54,1,222.78,222.78,0,1.0469,1.6656,4,19,1.89
2026-01-01,Dairy,37,24,64.89,38.93,40,2.1911,1.6701,5,23,37
2026-01-02,Produce,3,27,172.8,120.96,30,1.3344,2.4967,6,29,3
2026-01-03,Produce,75,3,466.88,420.19,10,2.2272,2.1744,0,21,8.23
2026-01-04,Produce,24,1,399.65,319.72,20,1.5551,1.5686,1,26,1.95
2026-01-05,Dairy,27,10,380.02,323.02,15,1.3098,1.9081,2,21,20.95
2026-01-06,Deli,31,14,421.76,316.32,25,1.5305,1.3673,3,12,31
2026-01-07,Deli,59,23,150.66,90.4,40,0.955,1.4702,4,29,59
2026-01-08,Produce,24,22,42.45,27.59,35,1.1566,2.4345,5,25,24
2026-01-09,Grocery,39,12,123.54,92.66,25,1.5077,1.2791,6,4,26.69
2026-01-10,Bakery,26,17,250.72,150.43,40,2.5065,1.3545,0,15,26
2026-01-11,Produce,7,19,178.13,160.32,10,1.0299,1.1204,1,13,7
2026-01-12,Deli,15,21,113.88,79.72,30,1.2218,1.0602,2,8,15
2026-01-13,Seafood,59,1,409.38,245.63,40,0.4964,0.6694,3,10,1.01
2026-01-14,Deli,50,24,310.45,186.27,40,0.7276,1.068,4,10,44.36
2026-01-15,Seafood,67,30,76.23,49.55,35,1.0178,0.2377,5,19,50.93
2026-01-16,Dairy,41,30,446.13,356.9,20,1.5738,2.0562,6,7,41
2026-01-17,Dairy,45,22,399.57,399.57,0,1.9438,1.4282,0,17,37.01
2026-01-18,Grocery,61,6,25.4,21.59,15,0.3737,1.0565,1,12,5.19
2026-01-19,Bakery,33,6,432.44,281.09,35,2.1983,2.0171,2,14,25.97
2026-01-20,Bakery,23,16,188.74,113.24,40,0.6831,1.2858,3,9,23
2026-01-21,Grocery,51,22,419.89,335.91,20,1.0129,0.8658,4,7,39.24
2026-01-22,Grocery,44,25,451.56,293.51,35,1.4291,0.6959,5,14,44
2026-01-23,Grocery,78,22,37.78,32.11,15,1.0376,0.7139,6,22,24.82
2026-01-24,Meat,53,25,459.43,367.54,20,1.7055,1.2377,0,9,53
2026-01-25,Deli,14,14,186.3,158.36,15,0.8928,1.3327,1,4,14
2026-01-26,Deli,25,14,102.68,92.41,10,1.7087,1.0541,2,24,25
2026-01-27,Produce,54,4,406.69,406.69,0,2.1952,2.2669,3,3,6.37
2026-01-28,Grocery,54,21,225.67,225.67,0,0.9767,0.9242,4,23,25.17
2026-01-29,Bakery,60,20,263.48,158.09,40,1.5129,0.7883,5,8,60
2026-01-30,Grocery,52,18,438.4,394.56,10,0.9699,1.1594,6,25,24.38
2026-01-31,Meat,28,9,269.58,161.75,40,0.7051,1.2468,0,17,18.23
2026-02-01,Deli,79,2,351.03,263.27,25,1.4094,0.718,1,27,4.82
2026-02-02,Seafood,72,1,151.94,113.95,25,0.8631,0.9397,2,22,1.01
2026-02-03,Bakery,7,12,277.35,180.28,35,2.599,1.802,3,6,7
2026-02-04,Dairy,21,24,325.64,211.67,35,1.8776,1.2414,4,29,21
2026-02-05,Seafood,70,30,295.31,295.31,0,1.0138,1.1312,5,7,37.59
2026-02-06,Meat,15,24,206.41,185.77,10,0.8129,1.5,6,8,15
2026-02-07,Produce,13,9,422.51,274.63,35,2.6709,3.0405,0,21,13
2026-02-08,Deli,68,10,281.1,224.88,20,1.1544,1.093,1,16,16.08
2026-02-09,Deli,26,24,156.51,156.51,0,1.07,0.575,2,24,18.87
2026-02-10,Deli,3,9,218.41,218.41,0,1.3229,0.6839,3,28,3
2026-02-11,Produce,15,11,130.13,130.13,0,2.7705,1.892,4,22,15
2026-02-12,Deli,80,24,417.81,271.58,35,0.9516,0.9592,5,3,44.24
2026-02-13,Deli,43,11,189.52,113.71,40,1.8217,1.609,6,18,43
2026-02-14,Dairy,24,18,344.67,258.5,25,0.8673,1.8789,0,18,24
2026-02-15,Meat,13,12,123.59,86.51,30,1.0325,0.9168,1,17,13
2026-02-16,Produce,6,15,99.05,84.19,15,1.3585,1.4552,2,27,6
2026-02-17,Deli,65,18,495.1,321.81,35,1.5623,1.3683,3,22,51.79
2026-02-18,Seafood,15,4,212.98,170.38,20,1.3092,0.8826,4,27,8.61
2026-02-19,Produce,73,13,219.05,175.24,20,2.3714,1.2935,5,13,56.52
2026-02-20,Seafood,16,12,340.51,238.36,30,0.5116,0.8952,6,27,13.31
2026-02-21,Grocery,60,10,99.56,84.63,15,1.3517,0.9801,0,29,15.37
2026-02-22,Deli,62,25,336.69,303.02,10,0.7458,1.5505,1,23,33.93
2026-02-23,Bakery,31,20,90.82,81.74,10,1.6957,1.0895,2,3,31
2026-02-24,Deli,34,20,104.07,62.44,40,0.7854,0.3876,3,28,31.95
2026-02-25,Produce,73,13,267.88,214.3,20,2.1351,2.2098,4,14,54.11
2026-02-26,Produce,33,28,108.23,86.58,20,1.7428,2.4484,5,17,33
2026-02-27,Grocery,80,8,235.74,188.59,20,0.8532,1.2332,6,19,6.36
2026-02-28,Produce,80,4,422.99,359.54,15,2.0361,2.9596,0,24,16.13
2026-03-01,Produce,69,14,497.88,323.62,35,2.4942,2.5634,1,11,69
2026-03-02,Produce,18,18,365.0,365.0,0,0.7839,2.424,2,29,18
2026-03-03,Seafood,8,24,197.6,118.56,40,1.1112,0.7748,3,7,8
2026-03-04,Seafood,77,9,382.95,344.65,10,0.8473,0.646,4,10,9.69
2026-03-05,Seafood,29,16,150.64,105.45,30,0.7549,0.8335,5,25,24.18
2026-03-06,Grocery,34,25,384.57,269.2,30,0.8934,1.3123,6,21,34
2026-03-07,Deli,7,20,386.63,328.64,15,0.5665,1.1182,0,14,7
2026-03-08,Meat,40,12,170.66,145.06,15,0.8009,0.984,1,7,13.35
2026-03-09,Produce,19,26,94.6,70.95,25,0.981,2.2931,2,10,19
2026-03-10,Bakery,30,28,302.03,256.73,15,1.3785,1.5887,3,19,30
2026-03-11,Grocery,24,16,486.89,413.86,15,0.4305,0.6979,4,19,11.18
2026-03-12,Deli,65,13,332.98,199.79,40,1.6047,1.885,5,13,61.94
2026-03-13,Dairy,29,10,131.55,98.66,25,1.6136,0.936,6,6,22.12
2026-03-14,Produce,48,7,261.93,261.93,0,2.725,1.0204,0,10,15.0
2026-03-15,Produce,49,7,340.52,221.34,35,1.1653,0.9636,1,19,13.73
2026-03-16,Bakery,73,9,481.79,433.61,10,2.0102,1.7662,2,11,21.58
2026-03-17,Seafood,26,24,352.61,282.09,20,0.8032,0.9582,3,8,26
2026-03-18,Bakery,37,20,287.19,258.47,10,1.7557,0.9228,4,7,37
2026-03-19,Meat,10,10,123.67,98.94,20,0.6849,0.7262,5,17,10
2026-03-20,Bakery,9,18,176.46,158.81,10,1.9035,2.0536,6,20,9
2026-03-21,Meat,79,7,256.43,256.43,0,1.2277,0.5288,0,6,5.26
2026-03-22,Produce,59,29,394.26,315.41,20,1.1574,1.5484,1,11,59
2026-03-23,Seafood,79,14,153.6,130.56,15,0.05,0.7529,2,12,5.96
2026-03-24,Produce,36,10,436.95,349.56,20,1.4291,2.759,3,6,27.03
2026-03-25,Seafood,65,6,28.1,16.86,40,0.8915,0.7306,4,27,11.71
2026-03-26,Grocery,41,22,69.92,41.95,40,0.7073,1.3823,5,6,41
2026-03-27,Seafood,30,8,170.92,128.19,25,0.7145,0.7586,6,6,11.33
2026-03-28,Produce,29,10,296.23,251.8,15,1.7957,2.3504,0,8,26.49
2026-03-29,Meat,23,22,179.7,107.82,40,1.2434,0.7684,1,27,23
2026-03-30,Produce,32,9,468.1,280.86,40,3.2162,1.5437,2,26,32
2026-03-31,Deli,43,27,238.61,155.1,35,1.4606,0.637,3,3,43
2026-04-01,Seafood,10,13,485.12,339.58,30,0.7947,0.7824,4,29,10
2026-04-02,Produce,29,7,339.48,254.61,25,2.15,1.8388,5,13,29
2026-04-03,Grocery,51,26,179.7,143.76,20,1.1426,0.6024,6,5,34.62
2026-04-04,Dairy,44,6,368.35,221.01,40,1.6544,2.5406,0,27,21.2
2026-04-05,Produce,65,13,143.68,93.39,35,2.2216,2.0743,1,17,62.02
2026-04-06,Deli,63,4,88.79,79.91,10,1.6358,0.9192,2,16,9.58
2026-04-07,Seafood,22,5,305.16,244.13,20,0.5869,0.7901,3,24,4.11
2026-04-08,Deli,70,18,413.22,413.22,0,1.6663,1.592,4,30,38.31
2026-04-09,Seafood,43,23,479.67,335.77,30,1.1832,0.7353,5,17,43
2026-04-10,Dairy,49,15,183.18,137.38,25,1.2778,1.4749,6,3,40.39
2026-04-11,Dairy,55,4,227.98,136.79,40,1.795,0.689,0,14,17.38
2026-04-12,Bakery,58,19,497.94,348.56,30,2.5043,1.9568,1,21,58
2026-04-13,Deli,11,21,373.86,336.47,10,1.922,1.0989,2,30,11
2026-04-14,Seafood,76,3,463.19,370.55,20,0.7882,0.9055,3,16,1.89
2026-04-15,Seafood,62,9,239.36,203.46,15,0.8282,0.8148,4,19,10.7
2026-04-16,Seafood,58,23,447.46,290.85,35,0.6701,0.8728,5,29,35.88
2026-04-17,Grocery,4,1,131.98,85.79,35,1.403,1.4785,6,20,1.23
2026-04-18,Grocery,28,21,390.72,273.5,30,0.6976,1.3723,0,21,25.54
2026-04-19,Dairy,21,7,122.92,104.48,15,2.0223,1.8291,1,7,20.63
2026-04-20,Meat,11,12,180.54,126.38,30,1.0627,1.5355,2,9,11
2026-04-21,Deli,57,6,495.73,396.58,20,1.4707,1.1018,3,17,11.98
2026-04-22,Bakery,51,27,37.08,29.66,20,2.0701,1.3706,4,15,51
2026-04-23,Dairy,51,7,305.35,274.82,10,1.7719,1.6538,5,6,21.42
2026-04-24,Dairy,29,25,82.17,49.3,40,1.0631,1.4751,6,13,29
2026-04-25,Grocery,29,7,492.95,345.06,30,0.5867,1.0493,0,15,7.92
2026-04-26,Seafood,54,14,481.75,433.57,10,0.8807,0.5015,1,29,17.42
2026-04-27,Bakery,41,14,133.95,120.55,10,1.1275,1.002,2,11,20.81
2026-04-28,Produce,44,21,46.55,37.24,20,1.912,2.0361,3,19,44
2026-04-29,Dairy,63,5,387.09,387.09,0,1.2035,1.3245,4,22,7.04
2026-04-30,Grocery,23,27,224.14,190.52,15,0.7091,1.7163,5,26,23
2026-05-01,Seafood,26,26,198.41,178.57,10,0.9177,0.8351,6,14,26
2026-05-02,Seafood,44,9,38.53,38.53,0,1.207,0.6224,0,4,11.59
2026-05-03,Produce,21,28,458.95,458.95,0,0.8494,1.7502,1,6,21
2026-05-04,Bakery,31,12,68.76,61.88,10,1.4214,2.2668,2,16,28.76
2026-05-05,Seafood,71,29,234.2,234.2,0,0.7665,1.1816,3,24,26.79
2026-05-06,Meat,15,12,251.95,201.56,20,0.9844,1.3791,4,28,15
2026-05-07,Dairy,13,8,378.01,245.71,35,1.3538,2.109,5,26,13
2026-05-08,Produce,45,10,362.47,217.48,40,2.5318,1.6433,6,21,45
2026-05-09,Deli,19,25,180.77,126.54,30,0.9074,0.7981,0,28,19
2026-05-10,Grocery,9,21,402.24,341.9,15,0.9631,1.424,1,29,9
2026-05-11,Seafood,23,8,213.46,213.46,0,0.5743,0.7641,2,29,4.05
2026-05-12,Meat,60,13,496.53,297.92,40,1.5503,0.8001,3,6,32.03
2026-05-13,Produce,68,9,463.85,324.69,30,2.4494,1.992,4,27,46.4
2026-05-14,Meat,15,15,342.31,239.62,30,1.7565,1.1215,5,28,15
2026-05-15,Deli,6,14,483.26,410.77,15,2.1457,1.7478,6,25,6
2026-05-16,Deli,47,5,170.84,111.05,35,1.0137,0.3946,0,30,6.34
2026-05-17,Meat,53,6,414.51,331.61,20,1.4659,1.4875,1,26,13.46
2026-05-18,Deli,79,17,395.47,395.47,0,0.9242,1.3061,2,10,15.45
2026-05-19,Produce,24,17,202.87,182.58,10,1.5791,1.2284,3,27,24
2026-05-20,Produce,72,5,472.54,307.15,35,1.6116,2.3049,4,15,22.14
2026-05-21,Deli,69,13,486.7,292.02,40,0.9774,1.2389,5,11,32.75
2026-05-22,Produce,42,18,124.16,111.74,10,1.9929,2.5745,6,7,42
2026-05-23,Grocery,23,27,388.18,310.54,20,0.84,1.1116,0,10,23
2026-05-24,Seafood,12,12,132.49,99.37,25,1.1053,1.0738,1,26,12
2026-05-25,Produce,22,19,122.77,104.35,15,1.4444,1.1042,2,12,22
2026-05-26,Meat,79,4,248.78,149.27,40,1.113,1.0485,3,26,9.56
2026-05-27,Meat,22,15,58.44,40.91,30,1.7662,0.5306,4,11,22
2026-05-28,Bakery,62,21,227.31,193.21,15,2.106,2.3901,5,28,62
2026-05-29,Grocery,40,25,131.7,118.53,10,1.4821,1.2571,6,10,40
2026-05-30,Seafood,66,28,422.44,274.59,35,0.7422,0.5607,0,30,35.53
2026-05-31,Seafood,38,9,454.75,318.32,30,0.3755,1.1485,1,6,10.02
2026-06-01,Produce,65,26,140.3,84.18,40,1.9691,2.1144,2,11,65
2026-06-02,Bakery,65,25,291.32,189.36,35,0.8017,1.1222,3,6,48.25
2026-06-03,Meat,15,27,298.42,268.58,10,1.0019,1.3384,4,21,15
2026-06-04,Produce,80,23,225.37,146.49,35,1.9605,1.8322,5,17,80
2026-06-05,Meat,69,28,42.71,27.76,35,0.769,1.2794,6,27,42.94
2026-06-06,Grocery,6,22,127.62,108.48,15,1.8358,1.1095,0,28,6
2026-06-07,Bakery,61,24,428.48,321.36,25,2.625,1.2838,1,14,61
2026-06-08,Dairy,60,9,397.26,278.08,30,0.05,1.8585,2,9,9.26
2026-06-09,Meat,73,25,332.94,216.41,35,1.7816,1.112,3,8,66.44
2026-06-10,Seafood,14,16,183.54,146.83,20,0.7907,1.1108,4,15,14
2026-06-11,Deli,66,20,328.75,213.69,35,1.1061,1.4099,5,18,60.84
2026-06-12,Deli,59,11,450.5,382.93,15,1.5588,1.1196,6,19,24.81
2026-06-13,Produce,74,21,165.7,140.84,15,2.5958,1.2583,0,9,70.88
2026-06-14,Bakery,79,3,459.48,298.66,35,2.0118,1.5573,1,7,11.41
2026-06-15,Grocery,40,4,316.37,284.73,10,1.276,0.9042,2,29,6.56
2026-06-16,Bakery,73,8,98.63,73.97,25,2.2431,1.8635,3,10,30.89
2026-06-17,Grocery,30,21,94.05,70.54,25,0.7684,1.0024,4,22,30
2026-06-18,Grocery,59,27,221.9,177.52,20,0.4212,1.3048,5,15,26.2
2026-06-19,Produce,49,9,406.63,304.97,25,1.5214,1.481,6,10,27.28
2026-06-20,Deli,48,18,61.59,52.35,15,0.8573,1.8076,0,21,24.66
2026-06-21,Dairy,67,4,361.47,253.03,30,0.606,2.1659,1,10,9.7
2026-06-22,Produce,73,12,415.01,332.01,20,1.1069,2.1697,2,18,33.23
2026-06-23,Meat,11,14,477.75,406.09,15,1.2754,1.4565,3,23,11
2026-06-24,Bakery,47,29,251.4,213.69,15,2.3427,1.9971,4,11,47
2026-06-25,Produce,79,1,258.13,219.41,15,1.8421,2.4161,5,17,3.52
2026-06-26,Deli,41,18,182.0,118.3,35,1.5226,1.553,6,3,41
2026-06-27,Meat,48,2,304.04,273.64,10,0.7961,0.794,0,26,1.23
2026-06-28,Dairy,27,24,143.18,121.7,15,1.5659,1.4055,1,13,27
2026-06-29,Bakery,54,4,297.65,193.47,35,1.36,1.979,2,18,11.57
2026-06-30,Dairy,46,28,111.92,83.94,25,0.995,2.0569,3,8,46
2026-07-01,Deli,28,13,132.65,119.39,10,0.8595,0.8789,4,19,19.57
2026-07-02,Deli,80,1,53.93,53.93,0,1.1228,1.0529,5,3,3.07
2026-07-03,Bakery,52,11,170.48,119.34,30,1.8199,2.6552,6,9,38.46
2026-07-04,Produce,66,20,111.35,89.08,20,2.3125,1.9589,0,14,66
2026-07-05,Meat,59,6,360.52,306.44,15,0.8962,0.495,1,17,6.35
2026-07-06,Bakery,7,20,469.26,422.33,10,1.9915,1.3631,2,8,7
2026-07-07,Meat,24,17,452.61,271.57,40,1.4447,1.167,3,22,24
2026-07-08,Deli,73,15,420.09,252.05,40,1.7861,1.0156,4,7,59.19
2026-07-09,Dairy,65,27,114.46,74.4,35,1.6578,1.6511,5,18,65
2026-07-10,Seafood,78,27,71.92,64.73,10,0.7568,0.6968,6,20,21.43
2026-07-11,Meat,72,13,330.52,247.89,25,1.0139,0.9462,0,9,21.72
